# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 170K of event 'cycles'
# Event count (approx.): 84447337328
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_all_qs
     0.00%  python3.10  python3.10                                [.] 0x00000000001598f3
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eee
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_post_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e0f
     0.00%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a1
     0.00%  python3.10  python3.10                                [.] 0x00000000001795cb
     0.00%  python3.10  python3.10                                [.] 0x0000000000179592
     0.00%  python3.10  python3.10                                [.] 0x00000000001229d0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d730
     0.00%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.00%  python3.10  python3.10                                [.] 0x00000000001641f9
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  python3.10                                [.] 0x00000000001630f9
     0.00%  python3.10  python3.10                                [.] 0x000000000012d6c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __task_pid_nr_ns
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0e4
     0.00%  python3.10  python3.10                                [.] 0x0000000000277421
     0.00%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]                         [k] up_read
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0d9
     0.00%  python3.10  python3.10                                [.] 0x0000000000175006
     0.00%  python3.10  python3.10                                [.] 0x000000000029499b
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1e1
     0.00%  python3.10  python3.10                                [.] 0x000000000017f864
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event__output_id_sample
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0f7
     0.00%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10                                [.] 0x0000000000175daa
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a99
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d5c8
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e14
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  [kernel.kallsyms]                         [k] down_read_trylock
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5bd
     0.00%  python3.10  python3.10                                [.] 0x00000000002067ed
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_idlest_group
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef8c
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_task_alloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003078af
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307c3e
     0.00%  python3.10  python3.10                                [.] 0x00000000000701b4
     0.00%  python3.10  python3.10                                [.] 0x000000000011e943
     0.00%  python3.10  python3.10                                [.] 0x00000000001433cf
     0.00%  python3.10  python3.10                                [.] 0x000000000015d8eb
     0.00%  python3.10  python3.10                                [.] 0x000000000015f007
     0.00%  python3.10  python3.10                                [.] 0x000000000018c03d
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.00%  python3.10  [kernel.kallsyms]                         [k] ptep_clear_flush
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_charge_page
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dcf
     0.00%  python3.10  python3.10                                [.] 0x0000000000156736
     0.00%  python3.10  python3.10                                [.] 0x000000000011ec7b
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.00%  python3.10  python3.10                                [.] 0x00000000001732de
     0.00%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e54
     0.00%  python3.10  [kernel.kallsyms]                         [k] ipv4_dst_check
     0.00%  python3.10  python3.10                                [.] 0x0000000000189021
     0.00%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_charge_pages
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000028620
     0.00%  python3.10  python3.10                                [.] 0x000000000012809b
     0.00%  python3.10  python3.10                                [.] 0x000000000018928c
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pid
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  python3.10                                [.] 0x0000000000175ddb
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f24
     0.00%  python3.10  python3.10                                [.] 0x000000000020666b
     0.00%  python3.10  python3.10                                [.] 0x000000000012d2c2
     0.00%  python3.10  python3.10                                [.] 0x00000000001770b3
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd48
     0.00%  python3.10  python3.10                                [.] 0x00000000001b1c00
     0.00%  python3.10  python3.10                                [.] 0x000000000012e088
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d40
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfec8
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d6a
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x000000000012d0fc
     0.00%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.00%  python3.10  python3.10                                [.] 0x000000000028e080
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_mmap
