# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  python3.10            [.] 0x0000000000151fee
     0.00%  python3.10  python3.10            [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10            [.] 0x000000000029500c
     0.00%  python3.10  python3.10            [.] 0x0000000000128020
     0.00%  python3.10  [kernel.kallsyms]     [k] local_clock
     0.00%  python3.10  python3.10            [.] 0x000000000015b54b
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307858
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  python3.10  python3.10            [.] 0x0000000000169c0f
     0.00%  python3.10  python3.10            [.] 0x00000000001522f9
     0.00%  python3.10  [kernel.kallsyms]     [k] recalc_sigpending
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a111a
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003080c4
     0.00%  python3.10  python3.10            [.] PyMem_Malloc
     0.00%  python3.10  python3.10            [.] _PyArg_ParseTupleAndKeywords_SizeT
     0.00%  python3.10  python3.10            [.] 0x000000000011b491
     0.00%  python3.10  python3.10            [.] 0x000000000011e90a
     0.00%  python3.10  python3.10            [.] 0x00000000001228f6
     0.00%  python3.10  python3.10            [.] 0x0000000000129e3b
     0.00%  python3.10  python3.10            [.] 0x0000000000137a6a
     0.00%  python3.10  python3.10            [.] 0x0000000000137bdf
     0.00%  python3.10  python3.10            [.] 0x000000000013fd16
     0.00%  python3.10  python3.10            [.] 0x0000000000143430
     0.00%  python3.10  python3.10            [.] 0x000000000016ab95
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003080d7
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030726f
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307216
     0.00%  python3.10  python3.10            [.] 0x0000000000169ae7
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003076b7
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003071b4
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307888
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307498
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307c32
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307116
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003074a5
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307355
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307611
     0.00%  python3.10  python3.10            [.] 0x000000000015c5f4
     0.00%  python3.10  libcrypto.so.3        [.] EVP_MD_CTX_copy
     0.00%  python3.10  python3.10            [.] 0x000000000015e119
     0.00%  python3.10  python3.10            [.] 0x0000000000295229
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307698
     0.00%  python3.10  python3.10            [.] 0x0000000000206c5f
     0.00%  python3.10  python3.10            [.] 0x00000000002b69d0
     0.00%  python3.10  python3.10            [.] 0x000000000015b56c
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003082d7
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003082da
     0.00%  python3.10  python3.10            [.] 0x000000000012d2f0
     0.00%  python3.10  python3.10            [.] 0x000000000028cc10
     0.00%  python3.10  python3.10            [.] 0x0000000000293f6b
     0.00%  python3.10  python3.10            [.] 0x000000000015efea
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307917
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307f1f
     0.00%  python3.10  python3.10            [.] 0x000000000011d4fc
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307686
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307ce2
     0.00%  python3.10  python3.10            [.] 0x00000000001732c0
     0.00%  python3.10  python3.10            [.] 0x000000000013fd03
     0.00%  python3.10  libc.so.6             [.] 0x0000000000198af6
     0.00%  python3.10  python3.10            [.] 0x0000000000152293
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308237
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003071c5
     0.00%  python3.10  python3.10            [.] 0x000000000017bfbd
     0.00%  python3.10  python3.10            [.] 0x000000000018d585
     0.00%  python3.10  [kernel.kallsyms]     [k] do_wp_page
     0.00%  python3.10  python3.10            [.] 0x0000000000151ef8
     0.00%  python3.10  python3.10            [.] 0x00000000001771a4
     0.00%  python3.10  python3.10            [.] 0x0000000000178690
     0.00%  python3.10  python3.10            [.] 0x0000000000293f6a
     0.00%  python3.10  python3.10            [.] 0x0000000000137a6b
     0.00%  python3.10  python3.10            [.] 0x00000000001732c6
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_accelerate_cbs
     0.00%  python3.10  python3.10            [.] 0x0000000000295003
     0.00%  python3.10  python3.10            [.] 0x000000000018d0e8
     0.00%  python3.10  libc.so.6             [.] 0x0000000000198ae6
     0.00%  python3.10  python3.10            [.] 0x0000000000277507
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030797f
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a09a2
     0.00%  python3.10  python3.10            [.] 0x00000000001d4902
     0.00%  python3.10  [kernel.kallsyms]     [k] _copy_from_user
     0.00%  python3.10  python3.10            [.] 0x0000000000162fcb
     0.00%  python3.10  python3.10            [.] 0x0000000000293dab
     0.00%  python3.10  python3.10            [.] 0x0000000000294970
     0.00%  python3.10  python3.10            [.] 0x00000000002773e1
     0.00%  python3.10  [kernel.kallsyms]     [k] kernel_init_free_pages.part.0
     0.00%  python3.10  python3.10            [.] 0x0000000000122870
     0.00%  python3.10  python3.10            [.] 0x000000000018d54e
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_process
     0.00%  python3.10  python3.10            [.] 0x00000000002773e6
     0.00%  python3.10  python3.10            [.] 0x000000000015ffe6
     0.00%  python3.10  python3.10            [.] 0x0000000000151ee2
     0.00%  python3.10  python3.10            [.] 0x00000000002773d5
     0.00%  python3.10  python3.10            [.] 0x0000000000294f03
     0.00%  python3.10  python3.10            [.] 0x00000000002b6a1e
     0.00%  python3.10  python3.10            [.] 0x0000000000277551
     0.00%  python3.10  python3.10            [.] 0x0000000000206b1f
     0.00%  python3.10  python3.10            [.] 0x00000000001339e8
     0.00%  python3.10  python3.10            [.] 0x000000000018d06e
     0.00%  python3.10  python3.10            [.] 0x00000000002948b6
     0.00%  python3.10  python3.10            [.] 0x00000000001795cb
     0.00%  python3.10  python3.10            [.] 0x000000000027744f
     0.00%  python3.10  python3.10            [.] 0x0000000000167ae5
     0.00%  python3.10  python3.10            [.] 0x0000000000070990
     0.00%  python3.10  python3.10            [.] 0x00000000001598ea
     0.00%  python3.10  [kernel.kallsyms]     [k] lock_page_memcg
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003073de
     0.00%  python3.10  python3.10            [.] 0x000000000015f000
     0.00%  python3.10  python3.10            [.] 0x0000000000137aad
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308272
     0.00%  python3.10  python3.10            [.] 0x000000000018d6f0
     0.00%  python3.10  python3.10            [.] 0x000000000015f00b
     0.00%  python3.10  python3.10            [.] 0x0000000000294fb1
     0.00%  python3.10  python3.10            [.] 0x000000000018d647
     0.00%  python3.10  python3.10            [.] 0x00000000002949c7
     0.00%  python3.10  python3.10            [.] 0x000000000027761c
     0.00%  python3.10  python3.10            [.] 0x0000000000188dec
     0.00%  python3.10  python3.10            [.] 0x00000000001228eb
     0.00%  python3.10  python3.10            [.] _PyTime_localtime
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_extra_regs
     0.00%  python3.10  [kernel.kallsyms]     [k] cgroup_can_fork
     0.00%  python3.10  [kernel.kallsyms]     [k] cpumask_next
     0.00%  python3.10  [kernel.kallsyms]     [k] cyc2ns_read_begin
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_put_event_constraints
     0.00%  python3.10  libcrypto.so.3        [.] ENGINE_finish
     0.00%  python3.10  python3.10            [.] 0x0000000000129cc0
     0.00%  python3.10  python3.10            [.] 0x0000000000129eb2
     0.00%  python3.10  python3.10            [.] 0x0000000000129efe
     0.00%  python3.10  python3.10            [.] 0x0000000000137ad2
     0.00%  python3.10  python3.10            [.] 0x0000000000143449
     0.00%  python3.10  python3.10            [.] 0x000000000015c200
     0.00%  python3.10  python3.10            [.] 0x000000000015ef8c
     0.00%  python3.10  python3.10            [.] 0x000000000016300a
     0.00%  python3.10  python3.10            [.] 0x000000000016a34d
     0.00%  python3.10  python3.10            [.] 0x000000000016bf48
     0.00%  python3.10  python3.10            [.] 0x0000000000172610
     0.00%  python3.10  python3.10            [.] 0x0000000000179584
     0.00%  python3.10  python3.10            [.] 0x000000000018bf76
     0.00%  python3.10  python3.10            [.] 0x000000000018c072
     0.00%  python3.10  python3.10            [.] 0x000000000018d10c
     0.00%  python3.10  python3.10            [.] 0x000000000018d169
     0.00%  python3.10  python3.10            [.] 0x000000000018d52e
     0.00%  python3.10  python3.10            [.] 0x000000000018d664
     0.00%  python3.10  python3.10            [.] 0x000000000018d6c6
     0.00%  python3.10  python3.10            [.] 0x000000000018d740
     0.00%  python3.10  python3.10            [.] 0x000000000018d757
     0.00%  python3.10  python3.10            [.] 0x000000000018d96b
     0.00%  python3.10  python3.10            [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10            [.] 0x0000000000206c27
     0.00%  python3.10  python3.10            [.] 0x000000000028bd90
     0.00%  python3.10  python3.10            [.] 0x00000000002cfed2
     0.00%  python3.10  python3.10            [.] 0x000000000012809b
     0.00%  python3.10  python3.10            [.] 0x00000000001409df
     0.00%  python3.10  python3.10            [.] 0x000000000012290f
     0.00%  python3.10  python3.10            [.] 0x0000000000129e93
     0.00%  python3.10  python3.10            [.] 0x0000000000165f01
     0.00%  python3.10  python3.10            [.] 0x000000000016a31a
     0.00%  python3.10  python3.10            [.] 0x000000000016bf00
     0.00%  python3.10  python3.10            [.] 0x00000000002b6a0a
     0.00%  python3.10  python3.10            [.] 0x0000000000179541
     0.00%  python3.10  [kernel.kallsyms]     [k] put_page
     0.00%  python3.10  python3.10            [.] 0x000000000017a864
     0.00%  python3.10  python3.10            [.] 0x000000000013fcfd
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0970
     0.00%  python3.10  python3.10            [.] 0x000000000017c3f8
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]     [k] __free_one_page
     0.00%  python3.10  python3.10            [.] 0x000000000018bfc0
     0.00%  python3.10  python3.10            [.] 0x000000000015b23a
     0.00%  python3.10  [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.00%  python3.10  python3.10            [.] 0x00000000001743e4
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%  python3.10  python3.10            [.] 0x000000000015efaa
     0.00%  python3.10  python3.10            [.] 0x0000000000263d05
     0.00%  python3.10  python3.10            [.] 0x000000000015e103
     0.00%  python3.10  python3.10            [.] 0x0000000000162c26
     0.00%  python3.10  python3.10            [.] 0x00000000001762f6
     0.00%  python3.10  python3.10            [.] 0x0000000000188e31
     0.00%  python3.10  python3.10            [.] 0x0000000000188e7a
     0.00%  python3.10  python3.10            [.] 0x0000000000293e7e
     0.00%  python3.10  python3.10            [.] 0x000000000018d596
     0.00%  python3.10  python3.10            [.] 0x0000000000137aa8
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d30f
     0.00%  python3.10  python3.10            [.] 0x0000000000151f18
     0.00%  python3.10  [kernel.kallsyms]     [k] free_unref_page_list
     0.00%  python3.10  python3.10            [.] 0x000000000015e093
     0.00%  python3.10  python3.10            [.] 0x0000000000277470
     0.00%  python3.10  python3.10            [.] 0x000000000018d19e
     0.00%  python3.10  python3.10            [.] 0x0000000000293d46
     0.00%  python3.10  python3.10            [.] PyList_New
     0.00%  python3.10  python3.10            [.] PyObject_Call
     0.00%  python3.10  python3.10            [.] 0x000000000012260c
     0.00%  python3.10  python3.10            [.] 0x000000000012d74d
     0.00%  python3.10  python3.10            [.] 0x00000000001b1c06
     0.00%  python3.10  python3.10            [.] 0x0000000000156650
     0.00%  python3.10  python3.10            [.] 0x0000000000294250
     0.00%  python3.10  python3.10            [.] 0x0000000000206753
     0.00%  python3.10  python3.10            [.] 0x00000000001598d1
     0.00%  python3.10  python3.10            [.] 0x00000000001742c3
     0.00%  python3.10  [kernel.kallsyms]     [k] inc_rlimit_ucounts
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307aee
     0.00%  python3.10  python3.10            [.] PyUnicode_Format
     0.00%  python3.10  python3.10            [.] 0x0000000000129c42
     0.00%  python3.10  python3.10            [.] 0x0000000000137a64
     0.00%  python3.10  python3.10            [.] 0x000000000014346f
     0.00%  python3.10  python3.10            [.] 0x0000000000172c49
     0.00%  python3.10  python3.10            [.] 0x0000000000293e4f
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030836f
     0.00%  python3.10  python3.10            [.] 0x00000000001d4939
     0.00%  python3.10  python3.10            [.] 0x00000000002773f8
     0.00%  python3.10  python3.10            [.] 0x000000000018d5a1
     0.00%  python3.10  python3.10            [.] 0x000000000018dc93
     0.00%  python3.10  python3.10            [.] 0x0000000000121be6
     0.00%  python3.10  python3.10            [.] 0x00000000001440ee
     0.00%  python3.10  [kernel.kallsyms]     [k] css_set_move_task
     0.00%  python3.10  python3.10            [.] _PyDict_NewPresized
     0.00%  python3.10  python3.10            [.] 0x0000000000137a99
     0.00%  python3.10  python3.10            [.] 0x00000000001435b1
